N,P,K,ph,moisture,organic_carbon,soil_quality
65,17,59,4.71,14,0.93,Bad
39,37,20,8.3,31,0.35,Bad
14,38,46,7.31,69,0.36,Bad
42,37,25,5.78,37,0.76,Bad
74,9,14,5.78,21,0.44,Bad
27,7,29,7.95,42,0.25,Bad
58,11,42,8.11,62,1.13,Bad
20,28,26,8.07,67,0.26,Bad
94,26,53,7.73,25,0.92,Bad
35,49,52,7.78,35,0.53,Bad
72,27,51,6.79,21,1.13,Bad
98,34,58,4.61,32,1.19,Bad
95,22,50,4.85,58,0.54,Bad
68,36,8,7.1,35,0.79,Bad
36,57,8,6.1,50,0.97,Bad
58,11,34,6.77,22,0.32,Bad
86,37,6,5.42,32,0.91,Bad
42,9,33,7.1,40,1.11,Bad
10,53,47,5.47,45,0.38,Bad
30,32,40,6.34,36,1.04,Bad
64,12,25,6.41,45,0.32,Bad
15,19,25,5.21,68,0.77,Bad
90,56,52,8.0,56,0.54,Bad
78,8,25,6.6,51,0.67,Bad
14,38,8,7.97,32,0.5,Bad
12,9,5,5.55,47,0.46,Bad
62,37,30,5.19,12,0.94,Bad
32,9,55,4.57,39,0.42,Bad
62,42,6,4.88,66,0.61,Bad
46,38,13,5.09,41,0.47,Bad
83,30,59,4.82,24,0.44,Bad
83,5,49,8.09,47,0.83,Bad
92,8,22,8.15,20,0.25,Bad
26,43,52,8.25,11,0.99,Bad
94,58,52,8.34,35,0.75,Bad
87,30,46,6.47,69,1.03,Bad
82,37,45,6.62,43,0.41,Bad
10,37,15,5.02,10,0.91,Bad
60,12,29,5.05,20,0.62,Bad
54,24,30,7.59,14,0.28,Bad
86,20,40,7.92,35,0.95,Bad
13,25,46,7.64,15,0.96,Bad
71,49,39,7.84,44,0.47,Bad
74,59,42,5.61,61,1.12,Bad
41,30,7,6.36,14,0.96,Bad
43,27,45,6.34,61,0.51,Bad
81,22,39,8.48,18,0.44,Bad
48,35,54,8.3,37,0.64,Bad
35,56,44,6.89,28,0.49,Bad
43,46,26,5.05,14,0.42,Bad
63,16,12,5.53,32,0.6,Bad
12,5,19,5.96,53,0.23,Bad
59,46,49,7.99,53,0.6,Bad
21,13,11,5.18,25,0.42,Bad
74,7,23,5.38,16,0.46,Bad
63,55,44,5.9,23,0.28,Bad
14,30,46,8.21,31,0.79,Bad
66,13,21,6.52,18,0.67,Bad
26,46,5,7.09,56,0.95,Bad
56,55,49,6.05,32,1.19,Good
32,20,33,5.25,52,0.32,Bad
88,28,17,5.39,13,0.47,Bad
94,54,52,7.71,52,0.88,Bad
23,18,33,8.07,35,0.44,Bad
75,7,45,6.47,50,0.23,Bad
84,38,46,5.93,15,0.31,Bad
60,37,10,7.73,40,0.63,Bad
47,54,9,7.19,26,0.63,Bad
73,28,38,4.66,18,1.17,Bad
47,13,15,5.9,36,0.67,Bad
59,17,13,7.23,64,0.88,Bad
91,6,42,6.79,15,0.69,Bad
39,11,44,8.41,15,0.47,Bad
88,52,45,7.96,13,0.31,Bad
60,25,13,4.74,61,1.06,Bad
72,23,12,7.4,52,0.35,Bad
61,29,48,5.85,12,0.3,Bad
47,51,44,7.23,33,0.41,Bad
97,26,7,6.97,65,0.2,Bad
88,15,17,6.51,27,0.27,Bad
39,37,23,7.91,41,0.84,Bad
60,36,38,7.33,57,0.44,Bad
90,25,36,8.06,30,0.54,Bad
14,43,53,5.63,57,1.04,Bad
38,24,20,5.89,38,0.97,Bad
13,12,40,6.99,41,0.69,Bad
19,46,22,8.37,34,0.81,Bad
65,41,18,5.99,21,0.29,Bad
26,13,34,4.63,55,0.96,Bad
83,29,6,6.28,18,0.72,Bad
26,29,17,6.68,16,0.77,Bad
93,37,31,7.7,23,0.87,Bad
97,6,57,7.41,29,0.7,Bad
78,23,56,8.36,29,0.72,Bad
43,50,21,7.63,19,0.7,Bad
15,24,35,5.69,20,0.7,Bad
62,46,19,7.07,48,0.95,Bad
75,45,24,7.19,28,0.63,Bad
86,46,9,8.49,28,0.2,Bad
52,33,11,5.05,62,0.81,Bad
84,10,22,5.27,52,1.15,Bad
32,21,15,5.12,15,0.46,Bad
64,29,36,6.86,17,1.02,Bad
89,42,54,5.04,10,0.66,Bad
84,8,31,7.12,32,0.84,Bad
25,34,30,7.72,49,1.09,Bad
17,24,41,6.23,46,0.97,Bad
13,7,49,6.74,69,1.08,Bad
13,27,32,8.15,19,0.21,Bad
65,55,54,6.78,11,0.39,Bad
34,22,6,5.33,45,0.62,Bad
76,30,24,5.87,63,1.05,Bad
76,40,8,6.62,66,1.04,Bad
36,12,17,5.12,11,0.39,Bad
41,21,28,6.95,24,0.34,Bad
59,35,52,8.5,29,1.03,Bad
70,41,42,7.11,51,0.74,Good
60,49,44,5.99,30,0.83,Bad
28,37,52,5.83,39,1.01,Bad
30,31,49,8.23,65,0.41,Bad
14,49,59,7.99,33,0.34,Bad
91,8,33,6.39,11,1.06,Bad
51,26,40,5.91,47,0.31,Bad
70,30,6,7.34,31,0.29,Bad
31,36,45,5.76,38,0.48,Bad
30,28,22,4.98,23,0.52,Bad
79,50,53,5.74,14,0.44,Bad
10,39,12,6.24,33,0.94,Bad
14,41,19,5.52,35,1.17,Bad
21,36,45,5.37,11,0.4,Bad
99,11,21,4.52,55,0.98,Bad
55,37,27,7.02,54,0.24,Bad
43,35,6,6.96,43,0.32,Bad
58,59,10,5.25,32,0.72,Bad
87,16,33,8.27,50,1.2,Bad
99,15,31,6.14,44,1.15,Bad
54,28,41,4.6,24,0.31,Bad
36,12,53,5.38,64,0.44,Bad
82,36,38,7.27,12,1.15,Bad
35,42,22,5.31,21,0.35,Bad
56,26,46,4.72,47,0.94,Bad
95,38,14,6.97,60,0.2,Bad
65,23,42,6.57,26,0.83,Bad
72,56,48,7.55,47,0.69,Bad
57,24,21,7.59,36,0.67,Bad
70,18,17,8.34,28,1.03,Bad
90,37,56,4.73,58,0.28,Bad
35,14,52,4.66,57,0.58,Bad
45,20,46,8.45,30,0.65,Bad
10,8,31,7.08,49,0.32,Bad
17,31,57,7.36,33,0.29,Bad
61,32,6,4.89,33,0.38,Bad
88,47,38,4.78,28,0.44,Bad
56,20,35,5.14,40,1.17,Bad
65,56,27,6.21,49,0.68,Bad
95,37,11,4.94,29,0.71,Bad
23,52,42,6.29,24,0.91,Bad
99,23,37,6.75,49,0.88,Bad
37,25,16,4.5,44,0.7,Bad
96,26,49,4.96,57,0.54,Bad
87,13,16,6.0,44,0.53,Bad
97,13,23,4.71,42,0.26,Bad
11,13,13,5.03,49,1.1,Bad
35,31,14,5.43,65,0.97,Bad
23,21,21,6.22,50,0.82,Bad
68,48,54,7.36,63,0.6,Bad
65,49,44,5.03,53,0.78,Bad
16,12,43,7.45,27,0.69,Bad
12,20,45,7.92,26,0.47,Bad
32,22,14,7.11,17,0.5,Bad
27,37,16,4.67,67,1.07,Bad
47,5,19,6.26,29,0.83,Bad
24,16,35,7.14,20,0.2,Bad
73,10,19,8.41,39,0.53,Bad
98,45,32,8.31,36,0.54,Bad
37,59,8,6.08,48,0.91,Bad
83,9,40,6.96,23,0.9,Bad
48,20,59,8.06,51,0.66,Bad
66,22,5,7.82,24,1.15,Bad
26,53,48,6.42,21,1.07,Bad
95,22,38,5.54,29,1.07,Bad
99,5,51,5.05,26,0.55,Bad
53,23,21,6.45,49,0.63,Bad
34,58,43,7.39,35,0.62,Bad
26,12,42,8.38,23,0.64,Bad
22,7,48,7.95,34,1.09,Bad
93,29,55,5.32,35,0.45,Bad
34,9,37,7.38,56,1.0,Bad
77,59,25,5.66,34,0.71,Bad
19,44,30,7.23,34,0.45,Bad
76,23,50,7.16,69,0.73,Bad
27,22,40,5.59,69,0.4,Bad
95,54,9,5.44,36,0.31,Bad
43,57,37,4.92,52,1.04,Bad
17,35,5,4.7,21,0.9,Bad
49,37,57,7.93,29,0.4,Bad
92,51,10,4.7,25,1.14,Bad
51,22,41,4.85,34,0.22,Bad
50,43,6,5.46,36,0.53,Bad
15,20,57,8.05,61,0.22,Bad
61,20,9,5.83,27,0.34,Bad
35,51,30,5.27,19,0.38,Bad
73,42,45,7.36,60,1.01,Good
68,45,55,5.78,59,1.19,Bad
65,11,57,5.83,39,1.07,Bad
68,18,51,7.46,10,0.84,Bad
79,47,17,5.51,68,0.92,Bad
42,57,16,8.09,63,0.72,Bad
62,52,9,6.75,13,0.62,Bad
31,29,6,6.65,32,0.89,Bad
30,36,8,5.56,16,1.17,Bad
79,42,31,7.84,39,0.23,Bad
79,26,54,6.79,35,0.51,Bad
13,20,57,5.12,10,0.53,Bad
84,56,14,5.33,69,0.61,Bad
71,33,17,6.37,38,0.83,Bad
71,20,48,7.62,34,0.71,Bad
33,16,6,8.26,49,0.22,Bad
64,21,30,7.15,35,0.61,Bad
18,41,19,6.52,26,0.82,Bad
12,31,50,5.5,40,0.7,Bad
40,29,14,7.19,17,1.07,Bad
49,17,26,8.43,14,0.6,Bad
45,12,44,6.4,10,0.21,Bad
33,9,29,5.15,24,0.48,Bad
15,16,19,4.91,45,0.34,Bad
75,45,17,5.58,16,0.45,Bad
93,7,12,6.78,55,0.56,Bad
84,39,25,8.29,53,0.88,Bad
13,37,25,5.7,62,0.52,Bad
88,26,26,5.72,36,1.08,Bad
15,54,50,6.42,44,0.5,Bad
60,48,37,8.17,69,0.34,Bad
71,13,49,6.18,36,0.37,Bad
66,45,31,5.39,29,1.13,Bad
75,22,44,5.15,27,0.65,Bad
88,54,54,6.33,49,0.6,Good
84,33,26,7.7,69,0.27,Bad
17,43,34,5.67,11,0.93,Bad
35,31,13,6.55,39,0.89,Bad
60,40,49,6.91,68,0.58,Bad
54,49,39,6.3,47,0.89,Good
53,21,22,5.27,39,0.57,Bad
14,38,46,8.19,16,0.27,Bad
79,50,9,6.76,48,0.94,Bad
35,7,31,7.42,22,1.17,Bad
77,9,10,7.04,42,0.85,Bad
28,18,36,8.49,49,0.48,Bad
93,7,12,6.33,66,0.47,Bad
29,27,43,6.2,39,1.13,Bad
21,43,25,5.94,39,0.5,Bad
56,34,22,5.95,32,0.97,Bad
10,54,18,5.6,54,0.84,Bad
99,49,19,8.42,33,0.79,Bad
23,27,46,7.98,29,0.38,Bad
73,31,30,5.77,37,0.23,Bad
47,58,57,5.72,65,0.69,Bad
46,14,48,4.91,28,1.19,Bad
20,29,36,8.01,58,0.4,Bad
86,17,43,5.99,22,0.74,Bad
12,20,32,6.79,25,0.87,Bad
42,45,43,8.1,65,0.68,Bad
15,38,47,6.13,24,0.71,Bad
59,59,36,7.73,20,0.86,Bad
19,41,17,6.22,21,1.01,Bad
14,26,19,7.3,31,0.53,Bad
32,21,22,6.22,34,1.1,Bad
19,27,43,6.07,12,0.68,Bad
53,58,10,8.46,33,0.86,Bad
11,40,59,6.95,34,0.31,Bad
22,53,15,5.97,18,0.69,Bad
49,13,36,5.53,37,0.22,Bad
11,56,44,4.66,55,0.59,Bad
93,6,24,7.33,39,0.25,Bad
74,36,37,5.99,16,1.1,Bad
72,54,44,7.79,69,0.87,Bad
82,57,12,5.96,20,0.99,Bad
26,26,55,5.99,19,0.67,Bad
18,47,39,7.62,12,1.05,Bad
84,17,9,6.46,28,1.07,Bad
24,12,39,8.04,11,0.56,Bad
33,5,51,6.86,26,0.58,Bad
47,21,18,5.46,38,0.71,Bad
44,16,25,6.77,11,0.24,Bad
58,8,51,4.52,62,1.2,Bad
78,57,28,5.75,25,0.56,Bad
71,17,21,5.33,58,0.67,Bad
69,35,22,7.12,19,0.95,Bad
59,45,38,5.04,13,0.5,Bad
87,11,16,5.66,52,0.4,Bad
84,27,20,5.83,35,0.33,Bad
18,28,8,4.51,67,0.73,Bad
43,9,29,4.69,58,0.21,Bad
85,9,38,5.74,69,0.91,Bad
44,21,32,5.39,67,0.66,Bad
10,34,50,4.97,33,0.73,Bad
49,13,15,5.12,21,0.46,Bad
73,10,17,7.84,30,0.38,Bad
31,29,35,7.23,51,0.9,Bad
69,23,29,6.44,25,0.41,Bad
73,20,43,8.14,45,0.98,Bad
81,25,14,4.62,44,0.4,Bad
20,6,28,5.88,18,0.81,Bad
23,14,5,7.79,15,0.84,Bad
69,20,57,7.01,53,0.71,Bad
39,41,29,8.43,10,1.2,Bad
44,19,32,8.28,23,0.58,Bad
94,17,40,5.18,33,1.08,Bad
46,17,22,8.39,19,0.37,Bad
14,36,10,8.28,27,0.54,Bad
92,49,6,5.99,54,0.35,Bad
87,51,7,8.43,18,0.8,Bad
35,50,50,4.64,36,0.84,Bad
71,12,12,7.14,64,0.65,Bad
13,47,35,5.56,28,0.92,Bad
98,22,52,5.02,45,1.07,Bad
51,40,23,6.81,12,0.98,Bad
98,30,54,5.73,47,0.44,Bad
27,14,10,7.17,18,0.52,Bad
49,35,18,6.66,19,0.58,Bad
81,37,7,6.07,18,0.4,Bad
48,33,52,5.23,26,0.56,Bad
23,9,5,6.91,51,0.44,Bad
41,17,48,7.82,47,1.2,Bad
60,5,34,6.9,57,0.98,Bad
47,27,50,6.94,58,1.06,Bad
32,44,23,6.55,52,1.12,Bad
72,7,58,6.05,29,0.87,Bad
24,7,23,6.33,16,0.38,Bad
34,11,13,8.46,13,0.96,Bad
26,40,11,7.5,66,0.22,Bad
75,39,50,6.22,19,0.31,Bad
87,19,41,6.33,30,0.23,Bad
62,44,54,6.5,23,0.34,Bad
60,7,45,7.14,34,0.95,Bad
48,33,57,6.36,26,1.09,Bad
60,34,11,7.24,37,0.48,Bad
79,43,13,5.82,23,0.32,Bad
15,22,8,6.14,61,0.47,Bad
76,15,29,7.96,64,0.85,Bad
16,47,53,5.82,22,0.55,Bad
60,53,16,8.36,43,1.16,Bad
81,42,10,5.19,50,0.33,Bad
51,44,22,5.47,12,1.19,Bad
73,5,44,6.35,13,0.21,Bad
24,33,25,7.69,53,0.65,Bad
38,14,19,7.43,24,0.45,Bad
42,32,7,5.2,29,0.77,Bad
36,35,6,5.45,17,0.3,Bad
45,23,59,6.8,59,1.08,Bad
38,7,45,5.68,14,0.34,Bad
47,40,44,6.19,11,0.79,Bad
66,47,8,6.45,37,0.23,Bad
36,19,36,6.88,31,0.51,Bad
64,37,6,5.5,18,0.35,Bad
42,45,50,5.15,37,1.18,Bad
77,47,33,6.09,66,0.21,Bad
95,55,6,4.83,55,0.55,Bad
75,49,38,6.61,10,0.5,Bad
19,30,31,7.86,61,0.86,Bad
14,20,58,4.98,45,0.26,Bad
83,40,43,4.95,58,1.01,Bad
47,37,48,4.82,51,0.67,Bad
22,24,42,7.89,11,0.65,Bad
40,17,22,4.82,47,0.43,Bad
56,37,40,8.43,35,0.69,Bad
97,9,23,5.93,40,0.56,Bad
61,41,31,5.82,60,0.45,Bad
65,18,49,4.87,50,0.37,Bad
24,31,24,6.84,60,0.93,Bad
38,27,25,6.84,28,0.34,Bad
17,18,27,6.48,40,0.37,Bad
14,44,34,5.74,18,0.78,Bad
38,8,29,5.97,12,0.43,Bad
56,43,35,5.78,47,0.66,Bad
77,56,31,6.2,15,0.75,Bad
85,23,38,5.87,58,0.47,Bad
54,51,12,7.2,54,0.54,Bad
11,58,23,5.68,54,0.41,Bad
36,8,45,5.9,16,0.66,Bad
45,34,30,6.24,50,1.19,Bad
45,23,32,4.52,34,0.56,Bad
35,35,8,6.47,34,0.85,Bad
52,35,35,5.52,59,0.84,Bad
36,13,20,4.72,10,0.99,Bad
78,57,55,8.14,63,0.91,Bad
29,17,14,5.79,31,0.21,Bad
20,18,42,6.2,29,0.51,Bad
83,59,52,7.81,22,1.07,Bad
47,50,14,5.17,49,0.74,Bad
15,58,49,7.9,30,0.3,Bad
81,14,13,5.47,32,0.48,Bad
32,52,43,6.86,50,0.48,Bad
56,35,40,7.24,42,1.07,Good
99,41,55,8.12,18,0.75,Bad
55,27,40,6.93,38,0.81,Bad
21,31,23,6.31,61,0.57,Bad
99,10,23,6.79,64,0.26,Bad
22,30,16,5.31,41,0.28,Bad
71,6,17,7.26,20,0.62,Bad
91,49,29,5.25,61,0.38,Bad
98,17,40,6.73,45,0.3,Bad
69,55,29,7.09,38,0.46,Bad
52,54,32,8.09,57,0.94,Bad
85,23,46,6.3,40,0.27,Bad
77,5,57,7.6,23,0.65,Bad
14,44,43,5.17,61,1.03,Bad
46,36,34,5.12,63,0.47,Bad
81,26,9,6.6,62,0.5,Bad
40,52,21,6.89,59,1.08,Bad
18,33,22,7.03,34,0.85,Bad
60,6,47,7.48,68,1.0,Bad
38,44,51,5.68,63,0.49,Bad
87,42,25,6.99,35,1.2,Bad
49,52,26,5.25,31,0.34,Bad
50,59,43,5.38,18,1.16,Bad
95,15,54,4.77,42,1.1,Bad
20,21,10,7.49,32,0.75,Bad
32,59,54,6.53,44,0.79,Bad
10,55,20,5.45,29,0.98,Bad
55,47,6,6.72,42,0.51,Bad
30,12,55,5.92,44,0.73,Bad
99,26,5,7.85,55,1.1,Bad
45,8,34,6.61,39,0.27,Bad
63,15,47,4.62,55,1.11,Bad
96,12,56,8.44,64,0.93,Bad
66,13,41,4.8,39,0.97,Bad
10,30,52,7.28,31,0.26,Bad
72,6,27,6.25,54,0.39,Bad
63,20,5,5.5,10,1.13,Bad
64,35,23,7.21,24,0.32,Bad
49,10,50,5.0,34,0.83,Bad
24,57,7,7.93,29,0.98,Bad
30,25,6,5.5,16,0.43,Bad
56,30,41,5.95,25,0.9,Bad
82,23,21,7.03,61,0.27,Bad
62,32,32,4.5,32,0.7,Bad
18,12,22,6.39,30,0.53,Bad
83,18,37,8.08,10,0.85,Bad
61,28,19,7.22,56,1.09,Bad
66,52,26,6.05,29,0.33,Bad
35,48,45,7.14,56,0.65,Bad
50,41,31,8.25,28,0.62,Bad
44,30,59,5.25,15,0.52,Bad
72,35,41,6.63,47,0.68,Good
34,55,36,5.44,41,1.08,Bad
99,36,49,7.92,10,1.17,Bad
84,54,23,7.38,39,0.2,Bad
47,45,32,7.7,25,0.94,Bad
11,6,32,8.27,36,0.82,Bad
16,29,14,5.43,27,1.19,Bad
91,56,24,4.69,22,0.29,Bad
43,48,29,5.66,53,1.01,Bad
26,6,25,6.1,59,1.13,Bad
52,46,18,7.0,37,1.11,Bad
68,5,26,7.69,19,0.76,Bad
60,40,57,5.9,23,0.53,Bad
63,16,30,6.39,61,0.84,Bad
33,13,48,7.64,38,0.51,Bad
34,40,15,5.4,66,0.61,Bad
80,45,59,5.37,20,0.65,Bad
61,32,11,6.86,59,0.5,Bad
79,42,21,6.24,68,0.54,Bad
97,37,22,8.3,65,0.21,Bad
42,46,11,5.93,36,0.5,Bad
58,50,24,7.54,53,0.67,Bad
38,26,42,6.83,26,0.37,Bad
72,29,15,4.72,69,1.01,Bad
31,22,48,4.84,65,0.74,Bad
35,10,20,5.31,12,0.99,Bad
37,22,55,5.07,40,0.33,Bad
94,56,59,5.82,30,1.02,Bad
58,20,31,6.82,42,1.16,Bad
80,19,55,6.91,10,0.55,Bad
90,52,15,6.85,15,0.48,Bad
93,12,20,4.97,60,0.85,Bad
58,17,27,6.9,65,0.84,Bad
29,59,16,6.14,13,0.31,Bad
95,47,44,8.11,31,1.13,Bad
72,11,7,8.15,22,0.68,Bad
70,21,6,7.57,67,0.96,Bad
58,54,42,7.31,53,0.56,Good
80,36,52,4.96,66,0.46,Bad
10,26,56,4.84,39,0.31,Bad
22,59,28,7.86,49,0.47,Bad
96,55,33,6.21,61,1.19,Bad
60,17,51,6.31,35,0.86,Bad
65,51,50,7.89,65,1.0,Bad
92,27,38,6.99,48,1.16,Bad
71,58,24,5.22,62,0.28,Bad
41,33,22,5.34,48,0.36,Bad
39,26,18,4.53,16,1.13,Bad
38,5,22,7.34,23,0.76,Bad
58,33,6,6.44,35,0.83,Bad
54,52,5,8.3,27,0.63,Bad
39,9,24,7.36,64,1.01,Bad
25,39,38,4.91,60,0.72,Bad
49,59,45,5.15,65,1.03,Bad
28,14,45,6.51,33,1.19,Bad
27,23,52,8.2,66,0.85,Bad
10,41,15,5.49,68,0.73,Bad
87,11,31,7.8,61,0.57,Bad
56,50,27,5.75,67,0.39,Bad
75,39,42,5.58,60,0.86,Bad
47,49,48,8.11,34,0.26,Bad
60,17,7,4.69,66,1.16,Bad
72,14,16,7.14,59,0.85,Bad
13,6,34,4.67,41,1.16,Bad
10,10,35,7.7,15,0.47,Bad
17,12,27,7.82,25,1.15,Bad
38,40,5,8.07,12,0.81,Bad
64,29,45,5.24,30,1.01,Bad
12,48,24,5.0,41,0.38,Bad
41,51,58,6.51,11,0.7,Bad
19,44,10,5.59,56,0.77,Bad
83,11,15,6.93,29,0.59,Bad
92,50,39,6.55,20,0.45,Bad
43,27,8,5.08,60,1.1,Bad
96,23,33,7.46,27,0.29,Bad
64,50,14,7.72,63,0.35,Bad
41,26,55,8.35,20,0.52,Bad
59,17,33,6.08,44,1.12,Bad
16,25,42,5.85,45,0.76,Bad
17,5,5,5.27,47,0.57,Bad
74,23,44,5.22,21,0.6,Bad
66,37,12,5.78,69,1.04,Bad
76,8,42,8.43,40,0.23,Bad
97,46,21,4.87,62,0.21,Bad
96,7,23,5.54,45,0.25,Bad
68,31,37,4.84,39,0.67,Bad
81,56,19,5.59,53,0.78,Bad
63,45,49,4.87,13,0.82,Bad
76,39,35,6.53,11,0.93,Bad
60,32,25,6.25,53,0.39,Bad
17,10,7,5.2,22,0.46,Bad
43,10,6,5.2,35,0.44,Bad
44,59,39,7.0,38,0.35,Bad
97,48,45,6.05,57,0.44,Bad
87,27,20,4.72,45,0.81,Bad
41,37,49,8.18,37,0.57,Bad
55,20,55,6.12,17,0.97,Bad
25,28,54,6.86,14,0.74,Bad
77,9,25,8.04,41,0.41,Bad
46,45,16,6.11,39,0.67,Bad
63,46,32,7.78,23,0.79,Bad
94,17,16,8.16,56,1.07,Bad
23,51,37,5.2,52,1.03,Bad
64,16,24,8.07,19,0.63,Bad
57,9,44,4.98,19,0.85,Bad
91,41,53,5.6,65,0.5,Bad
16,35,25,7.73,15,0.83,Bad
83,32,56,8.1,25,1.11,Bad
16,32,58,7.24,69,0.82,Bad
42,34,43,4.92,35,0.5,Bad
32,22,45,6.59,30,0.84,Bad
94,48,53,6.79,45,1.1,Good
28,31,46,5.63,67,0.34,Bad
28,39,40,8.47,50,0.68,Bad
45,30,26,5.84,51,0.52,Bad
38,43,30,5.34,39,0.44,Bad
69,53,11,4.94,14,0.6,Bad
91,55,11,6.01,19,0.59,Bad
11,22,12,7.27,57,0.41,Bad
10,37,30,5.43,40,0.6,Bad
56,29,28,7.58,20,0.83,Bad
78,35,28,5.04,47,0.23,Bad
29,41,44,6.26,16,1.19,Bad
20,6,52,7.31,68,0.5,Bad
11,37,16,5.04,21,0.82,Bad
76,43,51,6.89,68,0.48,Bad
96,47,12,7.7,54,0.59,Bad
21,47,58,6.88,58,0.75,Bad
29,36,13,6.55,50,0.81,Bad
14,22,7,7.85,69,0.97,Bad
46,21,58,8.44,17,0.99,Bad
47,38,25,5.23,37,0.72,Bad
18,43,35,7.27,68,0.28,Bad
62,11,52,4.82,25,0.76,Bad
53,46,51,4.67,62,0.68,Bad
95,58,28,5.62,12,0.42,Bad
33,57,8,8.38,46,0.21,Bad
90,39,24,6.71,41,0.52,Bad
83,34,20,5.57,30,0.46,Bad
39,16,14,5.03,66,0.68,Bad
68,39,47,8.18,64,0.96,Bad
96,15,30,5.95,54,0.64,Bad
90,48,33,5.73,27,1.15,Bad
90,8,9,7.93,62,0.42,Bad
23,29,15,6.92,57,0.42,Bad
18,52,33,5.17,66,0.8,Bad
49,36,49,6.19,55,1.1,Bad
75,24,19,8.21,20,0.87,Bad
34,54,10,8.1,59,0.87,Bad
82,35,52,4.78,17,1.01,Bad
31,8,19,5.57,21,0.87,Bad
13,58,47,5.12,60,0.96,Bad
35,42,24,6.64,61,1.07,Bad
67,57,38,7.5,11,0.21,Bad
38,51,6,5.68,50,1.09,Bad
96,5,48,7.53,31,0.42,Bad
46,7,20,7.17,18,1.11,Bad
84,41,23,7.41,23,0.47,Bad
79,26,38,8.29,24,0.66,Bad
27,21,53,6.2,20,1.13,Bad
94,18,18,5.87,22,0.31,Bad
51,45,28,7.24,65,0.95,Bad
50,39,32,7.73,37,0.59,Bad
47,17,52,5.27,34,0.22,Bad
43,39,36,7.89,46,1.14,Bad
26,47,41,4.73,15,0.32,Bad
46,6,14,4.53,64,0.97,Bad
34,51,53,5.13,46,0.58,Bad
85,17,49,8.41,42,1.01,Bad
96,55,52,6.59,34,0.95,Good
95,58,13,4.69,59,0.83,Bad
94,20,28,8.49,32,1.14,Bad
36,22,40,7.48,69,0.3,Bad
66,11,33,7.85,65,1.0,Bad
40,49,33,5.35,17,0.87,Bad
15,40,52,4.92,26,0.51,Bad
49,45,27,6.56,40,0.75,Bad
21,34,31,7.59,35,0.84,Bad
62,46,35,7.05,64,0.94,Bad
80,45,47,7.02,66,0.39,Bad
19,11,11,7.53,20,0.3,Bad
54,19,53,5.41,39,0.3,Bad
26,44,58,7.15,20,0.49,Bad
35,23,49,6.07,12,0.35,Bad
94,47,8,4.78,49,0.74,Bad
71,41,18,5.31,49,0.64,Bad
55,6,46,7.68,66,1.09,Bad
73,46,46,8.08,65,0.92,Bad
11,52,14,5.63,62,0.41,Bad
63,59,48,5.26,30,0.25,Bad
74,17,38,4.61,44,0.91,Bad
60,44,30,8.29,37,1.05,Bad
62,45,27,7.24,31,0.9,Bad
45,47,13,8.33,51,0.84,Bad
35,47,41,7.96,60,0.45,Bad
38,59,12,5.86,55,0.69,Bad
30,35,57,4.95,27,0.92,Bad
20,20,18,6.5,32,0.39,Bad
49,46,11,4.61,35,0.68,Bad
20,48,11,5.1,44,0.32,Bad
45,10,13,5.43,38,0.73,Bad
68,32,7,7.16,61,0.77,Bad
48,36,18,6.54,55,0.74,Bad
63,48,21,5.71,20,0.67,Bad
64,14,54,6.76,51,0.79,Bad
33,54,48,5.0,65,1.2,Bad
31,22,26,7.52,55,0.82,Bad
78,8,50,7.35,10,0.95,Bad
65,13,30,5.37,25,0.39,Bad
42,11,32,6.93,34,0.73,Bad
45,54,49,6.51,47,0.21,Bad
29,12,18,4.74,27,0.23,Bad
92,47,13,5.61,25,0.52,Bad
90,11,55,8.5,28,0.67,Bad
71,45,30,4.9,25,0.78,Bad
82,44,6,6.53,14,1.09,Bad
35,7,15,7.9,36,0.97,Bad
75,21,21,5.7,53,0.5,Bad
82,6,38,5.54,15,0.94,Bad
82,19,23,8.06,66,0.75,Bad
49,50,43,5.72,43,0.98,Bad
26,33,22,7.11,25,0.61,Bad
10,54,17,7.46,62,0.29,Bad
98,52,9,7.65,32,0.82,Bad
70,56,54,8.48,52,0.76,Bad
52,26,27,7.71,53,1.15,Bad
51,8,28,7.13,41,0.36,Bad
34,56,33,8.08,52,0.86,Bad
48,10,52,8.12,32,0.67,Bad
44,42,51,8.39,29,0.58,Bad
12,30,12,7.61,28,0.99,Bad
53,15,30,5.28,38,1.01,Bad
60,30,19,7.34,17,0.91,Bad
21,21,5,4.8,38,0.28,Bad
28,28,32,5.77,27,0.55,Bad
53,32,53,4.96,14,0.25,Bad
68,39,51,8.3,21,0.54,Bad
58,35,50,5.86,19,0.85,Bad
70,17,18,7.35,56,0.72,Bad
26,58,46,6.79,46,0.9,Bad
83,39,38,4.93,26,0.75,Bad
66,20,35,6.75,41,0.76,Bad
64,19,10,7.14,64,0.71,Bad
56,47,53,8.03,13,0.56,Bad
21,22,9,4.78,40,0.65,Bad
71,51,35,5.68,35,0.31,Bad
89,41,41,7.27,21,1.03,Good
97,52,19,4.64,27,1.09,Bad
92,52,19,5.31,17,0.97,Bad
17,53,56,5.37,41,0.78,Bad
30,45,47,7.18,29,0.77,Bad
90,31,9,5.64,58,0.67,Bad
96,59,32,6.9,49,0.43,Bad
89,39,37,8.36,22,0.58,Bad
79,56,15,7.67,68,1.19,Bad
